comments,labels
ඔස්ට්‍රේලියාවට එරෙහිව – 104,3
"ඒ අනුව, ලෝක කුසලාන තරගාවලියකදී අඛණ්ඩව ශතක 4ක් රැස් කළ පිතිකරු ලෙස ද කුමාර් සංගක්කාර අද පත් විය.",3
කුමාර් සංගක්කාර මේ වන විට මෙවර ලෝක කුසලාන තරගාවලියේ වැඩි ම ලකුණු ලාභියා ලෙස පෙරමුණ ගෙන සිටී.,3
"Facebook භාවිත කරන්නන් අතර වැඩි ම කැමැත්තක් දිනාගෙන ඇති ශ්‍රී ලාංකිකයා වන්නේ, බොලිවුඩ් නිළි ජැක්ලින් ෆර්නැන්ඩස් ය.",3
ඇයගේ නිල වෙබ් පිටුවෙහි ඇති Facebook likes සංඛ්‍යාව 13036781කි.,3
දෙවන ස්ථානයේ පසුවන සුපිරි ක්‍රිකට් ක්‍රීඩක කුමාර් සංගක්කාර සතු Facebook likes සංඛ්‍යාව 3246718කි.,3
තුන් වන ස්ථානය ශ්‍රී ලංකා ක්‍රිකට් ආයතනයට හිමිව ඇති අතර එම Facebook පිටුවෙහි likes සංඛ්‍යාව 1587073කි.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලි ඉතිහාසයේ අඛණ්ඩව ශතක 3ක් රැස් කළ පළමු පිතිකරු බවට ශ්‍රී ලංකා සුපිරි පිතිකරු කුමාර් සංගක්කාර පත් වී හමාර ය.,3
"ඒ, පසුගිය ඉරිදා ප්‍රබල ඔස්ට්‍රේලියානුවන්ට එරෙහිව රැස් කළ ශතකය ත් සමග යි.",3
ඔහු ඊට පෙර බංග්ලාදේශයට සහ එංගලන්තයට එරෙහිව ද ශතක දෙකක් රැස් කර සිටියේ ය.,3
බංග්ලාදේශයට එරෙහිව – 105 නොදැවී,3
එංගලන්තයට එරෙහිව – 117 නොදැවී,3
ඔස්ට්‍රේලියාවට එරෙහිව – 104,3
ඔහු මේ වන විට මෙවර ලෝක කුසලාන තරගාවලියේ වැඩි ම ලකුණු ලාභියා ලෙස පෙරමුණ ගෙන සිටී.,3
ඔහු තරග 5කදී මේ වන විට රැස් කර ඇති ලකුණු සංඛ්‍යාව 372කි.,3
සංගක්කාරගේ ලකුණු රැස් කිරීමේ සාමාන්‍යය 124.00ක් වන අතර මෙවර තරගාවලියේදී මෙතෙක් වාර්තා වූ හොඳ ම ලකුණු සාමාන්‍යය මෙය වේ.,3
"ලොව මෙතෙක් බිහිවූ හොඳ ම පන්දු යවන්නා ලෙස පිළිගැනෙන මුත්තයියා මුරලිදරන් පවසන්නේ, මේ වන විට ලොව හොඳ ම එක්දින පිතිකරුවා කුමාර් සංගක්කාර බව ය.",3
"විරාට් කෝලි, ඒබී ඩිවිලියර්ස්, ග්ලෙන් මැක්ස්වෙල් ආදී පිතිකරුවන් කිහිප දෙනෙකු මෙවර තරගාවලියේදී දක්ෂතා දැක්වුව ද ලොව සියලු විශිෂ්ට කණ්ඩායම් හමුවේ භයානක ම පිතිකරුවා කුමාර් සංගක්කාර බව අවිවාදයෙන් පිළිගත යුතු බව මුරලිගේ අදහස යි.",3
ආර්ජන්ටිනා ගුවන් අනතුරින් මිය ගිය පිරිස අතර ප්‍රංශ ජාතික ඔලිම්පික් ශූරියන් දෙදෙනෙකු සහ ඔලිම්පික් ශූරයෙකු ද සිටින බව ප්‍රංශ බලධාරීන් හතවුරු කර තිබේ.,3
"එලෙස මිය ගොස් ඇත්තේ, ඔරු පැදීමේ ඔලිම්පික් ශූරියක වන Florence Arthaud, ඔලිම්පික් පිහිනුම් ශූර Camille Muffat සහ ඔලිම්පික් බොක්සිං ශූර Alexis Vastine යන ක්‍රීඩකයින් ය.",3
කැමිලි 2012 ලන්ඩන් ඔලිම්පික් ක්‍රීඩා උළෙලේදී පදක්කම් තුනක් දිනා ගෙන තිබේ.,3
Alexis Vastine 2008 බීජිං ඔලිම්පික් ක්‍රීඩා උළෙලේදී ලෝකඩ පදක්කමක් දිනා ගත්තා ය.,3
"අනතුර සිදුව ඇත්තේ, ආර්ජන්ටිනාවේ ලා රියාජා පළාතේ රූපවාහිනී වැඩසටහනක රූගත කිරීම් සිදු කරමින් සිටියදී ය.",3
අනතුර සිදු වන අවස්ථාවේ යානා දෙක පොළොව මට්ටමේ සිට අඩි 328ක් ඉහළ අහසේ පියාසර කරමින් තිබී ඇත.,3
අනතුරින් ක්‍රීඩකයින් තිදෙනා සහ ආර්ජන්ටිනා ජාතික ගුවන් නියමුවන් දෙදෙනා ද ඇතුළුව 10 දෙනෙක් ජීවිතක්ෂයට පත් වූහ.,3
ඔස්ට්‍රේලියාව සහ ශ්‍රී ලංකාව අතර ඊයේ පැවති තරගයෙන් ශ්‍රී ලංකාවට ලකුණු 64ක පරාජයක් හිමි වුව ද ශ්‍රී ලංකා ආරම්භක පිතිකරු තිලකරත්න ඩිල්ෂාන් ඔස්ට්‍රේලියානු සුපිරි වේග පන්දු යවන්නා වන මි‍ච‍ෙල් ජොන්සන්ට අමතක නොවන පාඩමක් ඉගැන්වීය.,3
"ඒ, ශ්‍රී ලංකා ඉනිමේ 6 වන පන්දු වාරයේදී 4 පහර 6ක් එල්ල කරමිනි.",3
තිලකරත්න ඩිල්ෂාන් එම පන්දු වාරයේදී 4 පහර 6 එල්ල කළ ආකාරය මෙම වීඩියෝවෙන් දැක්වේ.,3
දර්ශන – ICC,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ ශ්‍රී ලංකාවට එරෙහිව පැවති තරගයෙන් ලකුණු 64 ක ජයක් වාර්තා කිරිමට ඔස්ට්‍රේලියාව අද සමත් විය.,3
කුමර් සංගක්කාර අද වාර්තා අලුත් කරමින් ලෝක කුසලාන ක්‍රිකට් තරගාවලිය අඛණ්ඩව ශතක තුනක් වාර්තා කළ පළමු ක්‍රීඩකයා ලෙස වාර්තා අතරට එක් විය.,3
ඔස්ට්‍රේලියා‍වේ සිඩ්නිහිදී පැවති තරගයේ කාසියේ වාසිය දිනා පළමුවෙන් පන්දුවට පහරදුන් ඔස්ට්‍රේලියා කණ්ඩායමේ ආරම්භ පිතිකරුවන් දෙදෙනා වන ඩේවිඩ් ‍වෝනර් හා ඒරන් ෆින්ච් ලකුණු 41 ක් තුළ දැවී ගියහ.,3
ස්ටිවන් ස්මිත් හා නායක මයිකල් ක්ලාක් එක්ව දෙවැනි කඩුල්ලට ගොඩනැගූ සබඳතාව ලකුණු 134කි.,3
පස්වැනි කඩුල්ල සඳහා ශේන් වොට්සටන් හා එක් වූ ග්ලේන් මැක්ස්වෙල් පන්දු 82 කදී ලකුණු 160 ක සබඳතාවක් ගොඩනැගූහ.,3
"ග්ලේන් මැක්ස්වෙල් තම මංගල එක්දින ශතකය පන්දු 51 කින් අද වාර්තා කළේ, ලෝක කුසලාන ක්‍රිකට් තරගාවලි ඉතිහාසයේ දෙවැනි වේගවත් ම ශතකය ලෙස ය.",3
ඔහු පන්දු 53 කින් ලකුණු 102ක් රැස් කිරීමට සමත් විය.,3
ඔස්ට්‍රේලියාව නියමිත පන්දුවාර 50 තුළ කඩුලු 9ක් දැවී රැස් කළ ලකුණු සංඛ්‍යාව 376කි.,3
පිළිතුරු ඉනිම ක්‍රිඩා කළ ශ්‍රී ලංකා ඉනිමේ දෙවැනි කඩුල්ලට ටී.එම්. ඩිල්ශාන් හා එක් වූ කුමාර් සංගක්කාර  ලකුණු 130 ක සබඳතාවක් ගොඩනැගූහ.,3
43 වැනි අර්ධ ශතකය වාර්තා කළ ටී. එම්. ඩිල්ශාන් ලකුණු 62ක් රැස් කළේ ය.,3
"කුමාර් සංගක්කාර එක්දින ලකුණු 14,000 සීමාව පසු කළේ එවැනි දක්ෂතා වක් දැක් වූ ලොව දෙවැනි ක්‍රීඩකයා ලෙසිනි.",3
ලෝක කුසලාන ක්‍රිකට් තරගාවලි ඉතිහාසයේ අඛණ්ඩව ශතක තුනක් වාර්තා කළ පළමු ක්‍රීඩකයා ලෙස ද සංගක්කාර අද වාර්තා අතරට එක්‍ විය.,3
ඔහු පන්දු 107 තුළ ලකුණු 104 ක් රැස් කිරීමට සමත් විය.,3
නායක ඇන්ජලෝ මැතිව්ස් හා එක් වූ දිනේෂ් චන්දිමාල් පන්දු 24 කදී ලකුණු 52 ක් රැස් කළේ ය.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියක පළමු ඉනිම ක්‍රීඩා කළ චන්දිමාල් පන්දු 22කදී අර්ධ ශතකය වාර්තා කළේ ය.,3
විශිෂ්ට ලෙස පන්දුවට පහර දෙමින් සිටියදී පාදයේ මස්පිඩු ආබාධයකට ලක්ව අවසනාවන්ත ලෙස පිටියෙන් ඉවත් වූ ඔහුට නැවත පන්දුවට පහරදීමේ අවස්ථාව හිමි නොවී ය.,3
ශ්‍රී ලංකා ඉනිමේ අවසන් කඩුලු 5 ලකුණු 29ක්  තුළ බිඳ වැටුණු අතර ශ්‍රී ලංකා කණ්ඩායමට පන්දුවාර 46යි පන්දු 2ක් අවසානයේ සියලු දෙනා දැවී රැස් කළ හැකි වූයේ ලකුණු 312 ක් පමණි.,3
"ශ්‍රී ලංකාවේ කුමාර් සංගක්කාර එක්දින ලකුණු 14,000 සීමාව පසු කළ ලොව දෙවන පිතිකරු බවට පත් විය.",3
ඒ ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ ඔස්ට්‍රේලියාව සමග දැන් පැවැත්වෙන තරගාවලියේදී ය.,3
සංගක්කාර දැනට ක්‍රීඩා කර ඇති එක්දින තරග ගණන 402කි.,3
"ඉන්දියාවේ සචින් තෙන්ඩුල්කාර් ලකුණු 14,000 සීමාව පසු කළ ලොව පළමු ක්‍රීඩකයා වේ.",3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ අපරාජිත බව තව දුරට ත් රැක ගැනීමට නවසීලන්තය අද සමත් විය.,3
"ඒ, ඇෆ්ගනිස්ථානය සමග පැවති තරගයෙන් කඩුලු 6ක පහසු ජයක් වාර්තා කිරීමත් සමගිනි.",3
ඒ අනුව නවසීලන්තය සහභාගි වූ තරග 5ම ජයගෙන සිටී.,3
නේපියර් හිදී පැවති තරගයේ කාසියේ වාසිය හිමි කරගත් ඇෆ්ගනිස්ථානය ප්‍රථමයෙන් පන්දුවට පහරදිමට තිරණය කළේය.,3
ඒ අනුව ඔවුන්ට පන්දුවාර 47යි පන්දු 4කදී සියලු ක්‍රීඩකයින් දැවී ලබාගත හැකි වූයේ ලකුණු 186ක් පමණි.,3
ෂමියුල්ලා ෂන්වාරි ලකුණු 54ක් ලබා ගත්තේය.,3
ඩැනියෙල් විටෝරි ලකුණු 18කට කඩුලු 4ක් දවා ගැනීමට සමත් විය.,3
පිළිතුරු ඉනිම ක්‍රීඩා කළ නවසීලන්තය පන්දුවාර 36යි පන්දු 1කදී කඩුලු 4ක් පමණක් දැවී තිබියදී ජයග්‍රාහී ඉලක්කය පසු කිරීමට සමත් විය.,3
මාර්ටින් ගප්ටිල් ලකුණු 57ක් ලබා ගත්තේය.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ ශ්‍රී ලංකාව සමග පැවැත්වෙන තරගයේ කාසියේ වාසිය හිමි කර ගැනීමට ඔස්ට්‍රේලියාව සමත් විය.,3
ඒ අනුව ඔස්ට්‍රේලියාව ප්‍රථමයෙන් පන්දුවට පහරදීමට තීරණය කළේය.,3
තරගය සිඩ්න් හිදී පැවැත්වේ.,3
"පකිස්ථාන කණ්ඩායම, ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ බී කාණ්ඩයේ ලකුණු සටහනේ තුන්වැනි ස්ථානය දක්වා ඉදිරියට",3
පැමිණියේය.,3
"ඒ,  දකුණු අප්‍රිකාව සමග අද පැවැති තරගය ඩක්වත් සහ ලුවිස් න්‍යායට අනුව ලකුණු 29කින් ජය ගනිමින් ය.",3
ලකුණු 232ක ඉලක්කයක් හඹාගිය දකුණු අප්‍රිකානු කණ්ඩායමට පන්දුවාර 33යි පන්දු 3ක් අවසානයේදී සියලු ක්‍රීඩකයින් දැවී ලබාගත හැකි වූයේ ලකුණු 202ක් පමණි.,3
දකුණු අප්‍රිකානු ජයග්‍රහණය වෙනුවෙන් හුදකලා සටනක නිරත වූ නායක ඒබී ඩිවිලියර්ස් පන්දු 58කදී ලකුණු 77ක් ලබා ගත්තේය.,3
ඊට හයේ පහර 5ක් සහ හතරේ පහර 7ක් ඇතුළත් විය.,3
නවසීලන්තයේ ඔක්ලන්ඩ් හිදී පැවැති  තරගයට වර්ෂාවෙන් බාධා එල්ල වීම හේතුවෙන් එක් ඉනිමක් පන්දුවාර 47 ක් බැගින් වූ තරගයක් ලෙස පැවැත්වීමට විනිසුරුවරුන් තීරණය කළේය.,3
නායකත්වයේ ඉනිමක් ක්‍රීඩා කළ මිස්බා උල්-හක් ලකුණු 56ක් ලබා ගත්තේය.,3
පකිස්ථාන කණ්ඩායමේ සියලු දෙනා පන්දුවාර 46යි පන්දු 4 කදී ලකුණු 222 කට දැවී ගියේය.,3
ඩක්වත් හා ලුවිස් න්‍යායට අනුව ලකුණු 232 ක ඉලක්කයක් දකුණු අප්‍රිකා කණ්ඩායමට හිමිවිය.,3
"ඉන්දීය කණ්ඩායම විසින් බටහිර ඉන්දිය කොදෙව් කණ්ඩායම, කඩුලු 4 කින් පරාජය කරමින්, ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ",3
සිය අපරාජිත බව අද රැකගනු ලැබිණි.,3
ඒ අනුව ඉන්දීය කණ්ඩායම ලෝක කුසලාන තරගාවලියේදී ක්‍රීඩා කර තරග 4ම ජයගෙන සිටී.,3
පර්ත්හිදී පැවති එම තරගයේ කාසියේ වාසිය දිනා පළමුවෙන් පන්දුවට පහර දුන් කොදෙව් කණ්ඩායම පන්දුවාර 44 යි පන්දු 2 ක්,3
අවසානයේ සියලු දෙනා දැවී ලකුණු 182 ක් රැස් කළේය.,3
පන්දුවාර 25 තුළ කොදෙව් ඉනිමේ කඩුලු 7 ක් ලකුණු 85 ක් තුළ දැවී ගියේය.,3
9 වැනි පිතිකරුවා ලෙස පිටියට පිවිසි නායක ජේසන් හෝලඩර් ලකුණු 57 ක් රැස් කළේය.,3
මෙහොමඩ් සමී පන්දුවාර 8 කදී ලකුණු 35 කට කඩුලු තුනක් දවා ගත් අතර උමේෂ් යාදේව් හා රවින්ද්‍ර ජඩේජා අතර කඩුලු 2 බැගින්,3
බෙදී ගියේය.,3
පිළිතුරු ඉනිම සඳහා පිටියට පිවිසියේ ඉන්දිය කණ්ඩායමේ පළමු කඩුලු 3 ලකුණු 63 කදී දැවී ගියේය.,3
රෝහිත් ශර්මා ලකුණු 7 කට දැවී ගිය අතර විරාත් කෝලී ලකුණු 33ක් ලබා ගත්තේය.,3
පන්දුවාර 39යි පන්දු 1ක් අවසානයේදී කඩුලු 6ක් දැවී තිබියදී ජයග්‍රාහී ඉලක්කය පසු කිරීමට ඉන්දීය ක්‍රීඩකයෝ සමත් වූහ.,3
"කුසල් ජනිත් පෙරේරා, අතිරේක ක්‍රිඩකයෙකු ලෙස ශ්‍රී ලංකා ක්‍රිකට් කණ්ඩායමට කැඳවූ බව ශ්‍රී ලංකා ක්‍රිකට් ආයතනය නිවේදනයක් නිකුත් කරමින් පවසයි.",3
"ඒ, පුහුණුවීම්වලදී අද ආබාධයකට ලක් වූ දිමුත් කරුණාරත්න වෙනුවටයි.",3
මෙවර ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ මෙතෙක් වැඩි ම ලකුණු රැස් කර පෙරමුණේ පසුවූ කුමාර් සංගක්කාර දෙවන ස්ථානයට ඇද දැමීමට එක්සත් අරාබි එමීර් රාජ්‍යයේ ෂයිමන් අන්වර් අද සමත් විය.,3
"ඒ, අද දිනයේ ඔහු රැස් කළ ලකුණු 62 ත් සමග ය.",3
එම ලකුණු සංඛ්‍යාව ත් සමග ඔහු තරග 4කදී ලකුණු 270ක් රැස් කර සිටී.,3
දෙවන ස්ථානයේ පසු වන කුමාර් සංගක්කාර ලකුණු 268ක් රැස් කර තිබේ.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ පකිස්ථානය සහ එක්සත් අරාබි එමීර් රාජ්‍යය අතර අද පැවති තරගයේදී පකිස්ථාන කණ්ඩායම කඩුලු 6ක් දැවී ලකුණු 339ක් රැස් කළේ ය.,3
"ඊට අමතරව, වාර්තාවක් ද පිහිටුවමින් ෂහිඩ් අෆ්රිඩි එක්දින ලකුණු 8000 සීමාව පසු කළේ ය.",3
අද තරගයේ වැඩි වාසි පකිස්ථානය පැත්තෙහි පැවතිය ද තරගය වෙනත් රටවල් දෙකක් අතර පැවතිය ද ශ්‍රී ලාංකිකයෙකු අද දිනයේ සුවිශේෂී අවධානයකට ලක් වීම ශ්‍රී ලාංකිකයින්ගේ ආඩම්බරයට කරුණක් විය.,3
"පකිස්ථාන ඉනිමේ බිඳ වැටුණු කඩුලු 6න් 4ක් ම දවා ගනු ලැබුවේ, ශ්‍රී ලාංකිකයෙකු වන මංජුල ගුරුගේ විසිනි.",3
"එක්සත් අරාබි එමීර් රාජ්‍යය නියෝජනය කරන මංජුල ගුරුගේ 1981 වසරේ පෙබරවාරි 14 වන දා උපත ලබා ඇත්තේ, අම්බලන්ගොඩදී ය.",3
ඔහු සිංහ ක්‍රීඩා සමාජය නියෝජනය කළ ක්‍රීඩකයෙකු වන අතර 2014 වසරේ පෙබරවාරි මාසයේ සිට එක්සත් අරාබි එමීර් රාජ්‍යය නියෝජනය කරයි.,3
දකුණු අප්‍රිකානු ක්‍රිකට් ක්‍රීඩක හෂීම් අම්ලා අද නව වාර්තාවක් පිහිටුවීය.,3
"ඒ, ලෝක කුසලාන තරගාවලියේ අද අයර්ලන්තය සමග පැවති තරගයේදී ය.",3
"ඒ අනුව, අඩු ම එක්දින තරග සංඛ්‍යාවකදී ශතක 20ක් රැස් කළ පිතිකරුවා බවට හෂීම් අම්ලා අද පත් විය.",3
"ඔහු මෙම දක්ෂතාව දැක්වූයේ, එක්දින තරග 108කට සහභාගි වෙමිනි.",3
සිය 108 වන එක්දින ක්‍රිකට් තරගයට සහභාගි වූ හෂීම් අම්ලා එහිදී පන්දු 128කදී ලකුණු 159ක් රැස් කළේ ය.,3
මේ වන විට ඔහුගේ එක්දින ලකුණු රැස් කිරීමේ සාමාන්‍යය 57.05ක් වන අතර ලකුණු රැස් කිරීමේ වේගය 89.59කි.,3
අඩු ම එක්දින තරග සංඛ්‍යාවකදී ශතක 20ක් රැස් කළ පිතිකරුවන් 5 දෙනා පහත දැක්වේ.,3
1. හෂීම් අම්ලා (දකුණු අප්‍රිකාව – තරග 108),3
2. විරාට් කෝලි (ඉන්දියාව – තරග 133),3
3. ඒබී ඩිවිලියර්ස් (දකුණු අප්‍රිකාව – තරග 175),3
4. සචින් ටෙන්ඩුල්කාර් (ඉන්දියාව – තරග 197),3
5. සව්රව් ගංගුලි (ඉන්දියාව – තරග 214),3
ලෝක එක්දින ක්‍රිකට් ශ්‍රේණිගත කිරීම් අනුව තුන් ඉරියව් දක්ෂතා දැක්වූ ක්‍රීඩකයින් අතර පළමු ස්ථානය තිලකරත්න ඩිල්ෂාන්ට හිමිව තිබේ.,3
"මීට පෙර පළමු ස්ථානයේ පසු වූයේ, බංග්ලාදේශ ක්‍රීඩක ෂකිබ් අල් හසන් ය.",3
"මේ අතර, මෙවර එක්දින ක්‍රිකට් ලෝක කුසලාන තරගාවලියේ මෙතෙක් පැවති තරග අනුව වැඩි ම ලකුණු රැස් කළ ක්‍රීඩකයින්‍ 5 දෙනා අතර තිලකරත්න ඩිල්ෂාන් ලකුණු 229ක් සමගින් සිව් වන ස්ථානයේ පසුවේ.",3
මෙවර එක්දින ක්‍රිකට් ලෝක කුසලාන තරගාවලියේ මෙතෙක් පැවති තරග අනුව වැඩි ම ලකුණු රැස් කළ ක්‍රීඩකයින්‍ 5 දෙනා අතර ශ්‍රී ලංකා ක්‍රීඩකයින් තිදෙනෙක් ඇතුළත්ව සිටිති.,3
එම ලැයිස්තුවේ වැඩි ම ලකුණු ලාභියා වන කුමාර් සංගක්කාර තරග 4කදී රැස් කර සිටින ලකුණු සංඛ්‍යාව 268කි.,3
දෙවන ස්ථානයේ පසුවන බටහිර ඉන්දීය කොදෙව් ක්‍රීඩක ක්‍රිස් ගේල් ලකුණු 258ක් ලබා සිටී.,3
ශ්‍රී ලංකා ක්‍රීඩක ලහිරු තිරිමාන්න තුන් වන ස්ථානයේ පසු වන අතර ඔහු මේ වන විට රැස් කර සිටින ලකුණු සංඛ්‍යාව 256කි.,3
තිලකරත්න ඩිල්ෂාන් ලකුණු 229ක් සමගින් සිව් වන ස්ථානයේ පසුවේ.,3
"පස් වන ස්ථානයේ පසු වන්නේ, ලකුණු 224ක් රැස් කර සිටින ඉන්දීය පිතිකරු ශිඛර් ධාවන් ය.",3
වැඩි ම ලකුණු රැස් කර සිටින පිතිකරුවන් 10 දෙනා මෙසේ ය:,3
1. කුමාර් සංගක්කාර – 268 (ශ්‍රී ලංකාව),3
2. ක්‍රිස් ගේල් – 258 (බටහිර ඉන්දීය කොදෙව්),3
3. ලහිරු තිරිමාන්න – 256 (ශ්‍රී ලංකාව),3
4. තිලකරත්න ඩිල්ෂාන් – 229 (ශ්‍රී ලංකාව),3
5. ශිඛර් ධාවන් – 224 (ඉන්දියාව),3
6. ඒබී ඩිවිලියර්ස් – 217 (දකුණු අප්‍රිකාව),3
7. ෂයිමාන් අන්වර් – 208 (එක්සත් අරාබි එමීර් රාජ්‍යය),3
8. බ්‍රෙන්ඩන් මැකලම් – 207 (නවසීලන්තය),3
9. ෂෝන් විලියම්ස් – 193 (සිම්බාබ්වේ),3
10. මාලන් සැමුවෙල්ස් – 192 (බටහිර ඉන්දීය කොදෙව්),3
අන්තර් ජාතික ක්‍රිකට් කවුන්සිලය ශ්‍රී ලංකා වේග පන්දු යවන ක්‍රීඩක සුරංග ලක්මාල්ට දඩ මුදලක් නියම කර තිබේ.,3
ඒ අද එංගලන්තය සමග පැවති තරගයේ පන්දු යැවීමේදී සිදු වූ වරදක් හේතුවෙනි.,3
සුරංග ලක්මාල් අදාළ වරද පිළිගැනීම හේතුවෙන් ඔහුට තරග ගාස්තුවෙන් 30%ක මුදලක් ගෙවීමට සිදු වනු ඇති.,3
එංගලන්ත ඉනිමේ අවස් පන්දුවාරයේදී සුරංග ලක්මාල් Beamer (ඉණට ඉහළින්) පන්දු දෙකක් යැවීම හේතුවෙන් විනිසුරු ඔහුට අවවාද කළේ ය.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ  එංගලන්තය සමග අද පැවැති තරගයෙන් ශ්‍රී ලංකාව කඩුලු 9ක විශිෂ්ට ජයක් වාර්තා කළේය.,3
දඟ පන්දු යවන ක්‍රීඩක රංගන හේරත් සතියක කාලයක් සඳහා විවේක ගන්වා තිබේ.,3
"කණ්ඩායම් කළමනාකාරු මයිකල් ද සොයිසා පැවසුවේ, අත තුවාල වීම හේතුවෙන් ඔහු එලෙස විවේක ගැන්වීමට තීරණය කළ බව ය.",3
එංගලන්තයට එරෙහි අද තරගයේ 49 වැනි පන්දුවාරය යවමින් සිටි රංගන හේරත් පන්දුව අතේ වැදීමෙන් අබාධයට ලක්ව පිටියෙන් ඉවත් වීමට සිදු විය.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ පකිස්ථානය සහ සිම්බාබ්වේ අතර අද පැවති තරගය ජය ගැනීමට පකිස්ථාන කණ්ඩායම සමත් විය.,3
මෙය පකිස්ථාන කණ්ඩායම ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ වාර්තා කළ පළමු ජයග්‍රයණයයි.,3
"ලකුණු 236 ක ඉලක්කයක් හඹා ගිය සිම්බාබ්වේ කණ්ඩායම පන්දුවාර 49යි පන්දු 4 කදී සියලු දෙනා දැවී රැස් කළේ, ලකුණු 215ක් පමණි.",3
ඔස්ට්‍රේලියාවේ බිස්බේන් ක්‍රීඩාංගණයේදී පැවැත්වෙන තරගයේ පළමුවෙන් පන්දුවට පහරදුන් පකිස්ථාන කණ්ඩායම නියමිත පන්දුවාර 50 තුළ කඩුලු 7ක් දැවී ලකුණු 235ක් රැස් කිරීමට සමත් විය.,3
නායක මිශ්බාහ් උල් හක් ලකුණු 73ක් රැස් කළේ ය.,3
එක්දින දිවියේ ඉහළම ලකුණු සංඛ්‍යාව රැස් කළ වහබ් රියාස් නොදැවී ලකුණු 54ක් රැස් කිරීමට සමත් විය.,3
ටෙන්ඩායි චතාරා ලකුණු 35ට දවා ගත් කඩුලු සංඛ්‍යාව 3කි.,3
පිළිතුරු ඉනිම ක්‍රීඩා කිරීම සඳහා පිටියට පිවිසි සිම්බාබ්වේ කණ්ඩායමේ පළමු කඩුලු 3 ලකුණු 74ක් තුළ දවා ගැනීමට මොහොමඩ් ඉර්ෆාන් සමත් විය.,3
බ්‍රෙන්ඩන් ටේලර් ලකුණු 50ක් රැස් කළේ ය.,3
ලෝක කුසලාන ක්‍රිකට් තරගාවලියේ  එංගලන්තය සමග අද පැවැති තරගයෙන් ශ්‍රී ලංකාව කඩුලු 9ක විශිෂ්ට ජයක් වාර්තා කළේය.,3
"එම තරගයේදී කුමාර් සංගක්කාර සහ ලහිරු තිරිමාන්න, ශ්‍රී ලංකා පිතිකරුවන් දෙදෙනෙකු එක්දින තරගයකදී දෙවැනි කඩුල්ලට ගොඩනැගූ ඉහළම ලකුණු සබඳතාව සඳහා වන වාර්තාව තමන් සතු කර ගත්තේය.",3
නවසීලන්තයේ වෙලින්ටන්හිදී පැවැති තරගයේ කාසියේ වාසිය හිමි කරගත් එංගලන්තය පළමුවෙන් පන්දුවට පහරදීමට තීරණය,3
කළේය.,3
"මොයින් අලී සහ ඉයන් බෙල් අතර, එංගලන්ත පළමු කඩුල්ලේ සබඳතාව ලකුණු 62කි.",3
"අලී, ලකුණු 15කට දැවී ගිය අතර, ගැරී බැලන්ස්ට රැස් කිරීමට හැකි වුණේ ලකුණු 6ක් පමණි.",3
34 වැනි එක්දින අර්ධ ශතකය අබියස සිටි ඉයන් බෙල් ලකුණු 49කට දැවී ගියේය.,3
එංගලන්ත පළමු කඩුලු 3 බිඳ වැටුණේ ලකුණු 101කදී ය.,3
"නායක ඔයින් මෝගන් සහ ජෝ රූට්, සිව්වැනි කඩුල්ලට ලකුණු 60ක සබඳතාවක් ගොඩනැගුවේය.",3
"ජෝ රූට් අද වාර්තා කළේ, සිව්වැනි එක්දින ශතකයයි.",3
පන්දු 108කදී 4 පහර 14ක් සහ 6 පහර 2ක් ද සහිතව ඔහු ලකුණු  121ක් රැස් කළේය.,3
තරගයේ 49 වැනි පන්දුවාරයේදී පන්දුවක් අතේ වැදීම හේතුවෙන් දඟ පන්දු යවන ක්‍රීඩක රංගන හේරත් ආබාධයකට ලක් වූ,3
"අතර, ඉන් අනතුරුව ඔහු පන්දු රැකීමේ නිරත නොවීය.",3
"මේ අතර, එංගලන්ත ඉනිමේ අවසන් පන්දුවාරය යැවීම සඳහා පන්දු යවන්නන් දෙදෙනෙකු යොදා ගැනීමට නායක ඇන්ජෙලෝ මැතිව්ස්ට සිදුවිය.",3
"ඒ, එක් පන්දුවාරයක් තුළ අවස්ථා දෙකකදී විනිසුරු අවවාද ලැබූ සුරංග ලක්මාල්ට එහි අවසන් පන්දු දෙක යොමු කිරීමේ අවස්ථාව අහිමි වීම හේතුවෙනි.",3
"තරගයේ අවසන් පන්දු දෙක යොමු කළේ, ටී.එම් ඩිල්ෂාන් විසිනි.",3
එංගලන්ත කණ්ඩායම පන්දුවාර 50 අවසානයේ කඩුලු 6කට ලකුණු 309ක් රැස් කළේය.,3
